Name,Review,Number of Stars
petrebellion,"The cover was ordered around 3pm in the afternoon and arrived at 10am the following morning!More importantly, my bull terrier Tilly loves it, and it looks great on our brown sofa.Thank you!",5
petrebellion,Very good product great quality will purchase from you again,5
petrebellion,"Both my dogs are absolutely thrilled with my purchase - as am I!  It’s warm, comfortable and stays in one place, unlike other things I’ve had previously.  Definitely one of my best buys ever.",5
petrebellion,Comfortable covers and mats. We ordered once but I think we will order something else soon!,5
petrebellion,Again I bought the same one and I I'm delighted with both products,5
petrebellion,Excellent product! Fits well and excellent customer service,5
petrebellion,"I bought the sofa cover and arm protectors, after years of trying all sorts of throws, loose covers and blankets. I was concerned that this would either slide like everything else or look like I had thrown the doormat on the sofa. However these are working very well so far against a small, digging dog and and a large kicking dog plus a slouching husband. They are heavy enough to actually stay put and fluffy enough to be comfortable and look nice. I am considering buying a spare set.",5
petrebellion,No review text found,5
petrebellion,No review text found,5
petrebellion,"Just what I wanted, look good down.",5
petrebellion,Fast delivery nice rugs just what I needed with two dogs in and out.,5
petrebellion,"These pet covers are fantastic ,great quality and look good on our new sofas. They also wash and dry quickly",5
petrebellion,Lovely personalised food mat really nice. And it was delivered quickly and flat not all rolled up A+Will buy again from this firm,5
petrebellion,A fabulous service from ordering to delivery. We have three happy dogs who all love their new beds,5
petrebellion,"Good sofa cover doesn't slip, but the colour isn't the same (Sone) as on the advertised pictures is more of a grey I was looking for a lighter colour",4
petrebellion,Great product. Easy to use Website. Great order to delivery time. Competitively priced products,5
petrebellion,Great product May slip a little on leather couches otherwise perfect,5
petrebellion,"We bought the sofa throw, arm covers and a rug. Our Airedale and two Borders love them and we are just delighted to have something snuggly to protect the sofa",5
petrebellion,"I bought this cover for my leather setee. It is stylish and so comfortable.  It's easy to wash and dries very quickly. I have bought another, so I have one to wash and one to use. It doesn't slip either!",5
petrebellion,"We bought the trio of seat carpets for the back of our car.They were easy to order and arrived promptly.We are really pleased with them, we have a small car so the carpets overlap slightly but that isn't a problem at all.Our dog moults a lot and is often wet after walks and we are delighted with our purchase.We'll be getting ones for the front seats too as I often have waterproof trousers on.",5
petrebellion,"Love Pet Rebellion, good quality, good price and no issues. I have the car seat covers, runner, dish mat and sofa cover.  No complaints, really happy with the quality.",5
petrebellion,No review text found,5
petrebellion,Beautiful and so soft underfoot. My dog Hamish is in love with it.,5
petrebellion,"We ordered a metres of the “stop muddy paws by the metre” for our 13 yr old Black Lab, who has been having trouble on the tiled kitchen floor. Not only was the delivery quick, the mat is extremely high quality, and works perfectly for our old boy. We’ve ordered 2 metres more for the Hall.",5
